Name,ObsID,RA_deg,Dec_deg,z,Class,Flux_0p5_4p5,Log_Lx,SCID,Bmag,Rmag,BR_color
XWAS J040702.8-710940,X00416_108,61.76224999999999,-71.16122222222222,2.62,BLAGN,0.7,44.65,281711200563459,17.54,19.02,-1.4800000000000004
XWAS J040719.7-712635,X00416_012,61.83287499999999,-71.44305555555556,0.635,BLAGN,2.7,43.66,281711200446222,20.62,22.08,-1.4599999999999973
XWAS J040742.2-711400,X00416_081,61.925791666666655,-71.23358333333333,0.39,NELG,3.9,43.31,563186176912451,20.44,,
XWAS J040742.2-711921,X00416_038,61.92462499999999,-71.32272222222223,0.197,BLAGN,4.0,42.65,281711200495905,18.26,20.22,-1.9599999999999973
XWAS J040751.5-711840,X00416_041,61.96424999999999,-71.31075,0.184,BLAGN,5.0,42.69,281711200500739,18.87,20.31,-1.4399999999999977
XWAS J040840.7-712353,X00416_021,62.17208333333334,-71.39833333333334,0.457,NELG,0.4,42.5,281711200464631,20.13,22.28,-2.150000000000002
XWAS J040851.5-711743,X00416_048,62.21470833333334,-71.29566666666666,1.39,BLAGN,0.8,44.0,281711200507087,19.51,22.05,-2.539999999999999
XWAS J040900.9-711317,X00416_085,62.254583333333336,-71.22119444444445,2.632,BLAGN,6.9,45.63,281711200538164,17.23,18.63,-1.3999999999999986
XWAS J040902.1-710753,X00416_114,62.258875,-71.13149999999999,1.263,BLAGN,7.7,44.85,281711200576260,17.94,19.64,-1.6999999999999993
XWAS J040904.8-711403,X00416_080,62.270541666666674,-71.23408333333333,1.895,BLAGN,1.4,44.57,281711200532816,18.51,21.01,-2.5
XWAS J040909.3-711446,X00416_070,62.28912500000001,-71.246,0.21,NELG,1.2,42.19,281711200527847,19.05,22.53,-3.4800000000000004
XWAS J040912.3-711255,X00416_086,62.3005,-71.21525,0.327,NELG,2.2,42.9,281711200540636,20.15,22.54,-2.3900000000000006
XWAS J040953.2-711730,X00416_053,62.47208333333334,-71.29161111111111,0.134,NELG,6.0,42.47,281711200508842,18.49,19.35,-0.860000000000003
XWAS J040959.9-710744,X00416_115,62.498583333333336,-71.12872222222222,2.348,BLAGN,0.8,44.55,281711200577414,22.44,,
XWAS J041002.2-711811,X00416_044,62.51008333333334,-71.30361111111111,0.07,Gal,3.3,41.61,281711200503725,15.01,16.42,-1.410000000000002
XWAS J041008.4-712153,X00416_027,62.53533333333334,-71.3651111111111,1.624,BLAGN,1.2,44.31,281711200478441,19.26,21.8,-2.539999999999999
XWAS J041013.3-711131,X00416_100,62.555375000000005,-71.19177777777779,3.465,BLAGN,0.9,45.09,281711200550495,18.34,20.75,-2.41
XWAS J041023.3-713006,X00416_002,62.59816666666667,-71.50158333333333,2.063,BLAGN,1.7,44.74,281711200422433,21.51,,
XWAS J041038.2-711925,X00416_037,62.659000000000006,-71.32369444444444,2.422,BLAGN,1.1,44.74,281711200495460,22.55,,
XWAS J041040.2-712348,X00416_023,62.66854166666667,-71.39669444444445,0.277,NELG,2.0,42.68,281711200465279,18.74,21.8,-3.0600000000000023
XWAS J041101.4-710703,X00416_120,62.75658333333333,-71.11752777777777,0.196,NELG,4.8,42.73,281711200582095,17.84,19.6,-1.7600000000000016
XWAS J041104.6-711120,X00416_101,62.771874999999994,-71.18944444444445,0.126,Gal,0.7,41.47,281711200551495,16.03,17.81,-1.7799999999999976
XWAS J041108.5-711344,X00416_084,62.78579166666667,-71.22852777777778,0.935,BLAGN,6.3,44.44,281711200535188,20.4,22.49,-2.09
XWAS J041130.0-711555,X00416_067,62.87583333333333,-71.26561111111111,1.117,BLAGN,2.4,44.2,281711200519624,20.74,,
XWAS J041132.4-711234,X00416_089,62.88495833333333,-71.20830555555555,1.917,BLAGN,0.9,44.36,281711200543528,22.36,,
XWAS J050420.0-285654,X01154_022,76.08379166666667,-28.948833333333333,1.369,BLAGN,2.9,44.51,283287453204265,19.02,19.67,-0.6500000000000021
XWAS J050421.8-284035,X01154_149,76.091375,-28.675416666666667,1.404,BLAGN,1.1,44.13,283287453224995,20.57,21.72,-1.1499999999999986
XWAS J050439.3-284446,X01154_117,76.16379166666665,-28.745972222222225,0.394,NELG,2.9,43.2,283287453219819,19.74,22.06,-2.3200000000000003
XWAS J050443.1-284344,X01154_129,76.17970833333334,-28.729027777777777,1.172,BLAGN,2.2,44.22,283287453221148,18.91,19.66,-0.75
XWAS J050444.1-284256,X01154_138,76.184625,-28.715444444444444,0.838,BLAGN,1.0,43.5,283287453222114,20.5,22.22,-1.7199999999999989
XWAS J050446.3-283821,X01154_159,76.19329166666667,-28.638833333333334,0.84,BLAGN,7.8,44.41,283287453227716,20.14,22.39,-2.25
XWAS J050453.3-284531,X01154_111,76.22233333333334,-28.758666666666667,0.205,BLAGN,6.9,42.93,283287453218842,18.94,20.53,-1.5899999999999999
XWAS J050454.1-285849,X01154_012,76.22574999999999,-28.98086111111111,2.377,BLAGN,0.8,44.6,283287453201677,20.83,,
XWAS J050459.0-285220,X01154_053,76.24608333333332,-28.872833333333332,1.531,BLAGN,0.4,43.77,283287453210286,19.65,20.35,-0.7000000000000028
XWAS J050459.1-284550,X01154_109,76.24624999999999,-28.76361111111111,0.808,BLAGN,0.4,43.04,283287453218480,22.33,,
XWAS J050459.2-284011,X01154_153,76.24708333333334,-28.669583333333335,1.444,BLAGN,0.6,43.86,283287453225422,21.77,,
XWAS J050500.9-285153,X01154_056,76.25370833333332,-28.86486111111111,2.465,BLAGN,0.5,44.41,283287453210957,22.58,,
XWAS J050501.9-284148,X01154_148,76.25795833333333,-28.69686111111111,0.258,BLAGN,8.7,43.26,283287453223469,18.42,19.84,-1.4199999999999982
XWAS J050511.0-284947,X01154_074,76.29595833333333,-28.829722222222223,3.731,BLAGN,0.4,44.75,283287453213568,21.0,22.17,-1.1700000000000017
XWAS J050517.0-285253,X01154_047,76.32087499999999,-28.881416666666667,0.935,BLAGN,3.9,44.23,283287453209615,20.61,22.51,-1.9000000000000021
XWAS J050517.1-285024,X01154_067,76.321125,-28.83963888888889,0.13,Gal,0.8,41.57,283287453212825,16.51,17.92,-1.4100000000000001
XWAS J050518.9-285535,X01154_027,76.32891666666667,-28.926472222222223,1.783,BLAGN,2.1,44.67,283287453206024,20.52,22.49,-1.9699999999999989
XWAS J050522.1-285003,X01154_071,76.34266666666666,-28.83458333333333,0.3,Gal,0.9,42.4,283287453213214,17.55,19.85,-2.3000000000000007
XWAS J050523.0-285215,X01154_054,76.34645833333333,-28.87088888888889,0.769,BLAGN,0.4,43.06,283287453210461,22.47,,
XWAS J050524.8-284303,X01154_134,76.35395833333334,-28.71775,2.662,BLAGN,0.7,44.67,283287453221946,22.6,,
XWAS J050532.0-290031,X01154_007,76.38358333333333,-29.008666666666667,1.631,BLAGN,2.9,44.71,283287453199382,20.06,21.88,-1.8200000000000003
XWAS J050536.3-283830,X01154_155,76.40158333333333,-28.641194444444444,1.619,BLAGN,1.3,44.36,283287453227546,21.58,,
XWAS J050537.1-285411,X01154_039,76.40375,-28.90361111111111,0.191,NELG,0.2,41.34,283287453207805,19.07,19.68,-0.6099999999999994
XWAS J050538.9-285604,X01154_026,76.41208333333333,-28.934833333333334,1.915,BLAGN,0.6,44.18,283287453205355,22.02,,
XWAS J050539.7-285323,X01154_045,76.4155,-28.890305555555557,1.905,BLAGN,0.8,44.31,283287453208885,20.08,20.98,-0.9000000000000021
XWAS J050542.5-284407,X01154_122,76.42729166666666,-28.73536111111111,2.432,BLAGN,1.4,44.85,283287453220677,19.51,20.57,-1.0599999999999987
XWAS J050552.1-284257,X01154_137,76.46783333333333,-28.715888888888887,1.612,BLAGN,1.2,44.32,283287453222084,20.42,20.98,-0.5599999999999987
XWAS J050557.0-284705,X01154_103,76.488125,-28.784805555555558,2.419,BLAGN,1.1,44.74,283287453216947,20.43,20.74,-0.3099999999999987
XWAS J050603.8-284213,X01154_144,76.51608333333333,-28.704138888888888,0.714,BLAGN,1.1,43.39,283287453222961,19.93,20.75,-0.8200000000000003
XWAS J050606.9-285718,X01154_021,76.52920833333333,-28.95525,2.977,BLAGN,0.5,44.63,283287453203760,21.08,,
XWAS J050607.5-284242,X01154_140,76.53241666666666,-28.712138888888887,0.135,Gal,0.7,41.52,283287453222357,16.79,18.24,-1.4499999999999993
XWAS J050609.7-285254,X01154_048,76.53966666666665,-28.882805555555557,0.261,Gal,0.7,42.14,283287453209503,18.61,20.77,-2.16
XWAS J050619.0-285437,X01154_035,76.57983333333333,-28.910527777777776,1.175,BLAGN,6.1,44.67,283287453207293,18.76,19.56,-0.7999999999999972
XWAS J050655.0-373922,X00912_00025,76.72958333333334,-37.65683333333333,1.887,BLAGN,0.9,44.35,282784942125218,21.31,,
XWAS J050658.8-374255,X00912_00010,76.74437499999999,-37.714555555555556,0.077,BLAGN,48.8,42.87,283029754886273,16.61,17.78,-1.1700000000000017
XWAS J050701.7-373118,X00912_00092,76.75666666666666,-37.52125,0.118,Gal,0.1,40.38,282784942135182,18.48,19.98,-1.5
XWAS J050707.7-373125,X00912_00089,76.78220833333332,-37.524,2.337,BLAGN,0.9,44.59,282784942134980,20.17,20.15,0.020000000000003126
XWAS J050714.0-373002,X00912_00101,76.80812499999999,-37.50055555555556,3.387,BLAGN,0.7,44.92,282784942136682,20.09,22.41,-2.3200000000000003
XWAS J050714.6-372804,X00912_00130,76.810875,-37.46819444444445,3.282,BLAGN,0.8,44.94,282784942138992,19.43,20.99,-1.5599999999999987
XWAS J050717.1-374335,X00912_00008,76.82158333333332,-37.726416666666665,2.721,BLAGN,2.6,45.24,282784942120393,20.18,20.64,-0.46000000000000085
XWAS J050722.2-373847,X00912_00030,76.84320833333332,-37.64683333333333,1.55,BLAGN,0.4,43.79,282784942125902,19.94,20.62,-0.6799999999999997
XWAS J050723.6-373321,X00912_00074,76.84837499999999,-37.55588888888889,0.093,NELG,0.2,40.71,283029754895565,17.06,18.06,-1.0
XWAS J050739.3-373533,X00912_00054,76.91341666666666,-37.59302777777778,2.728,BLAGN,0.9,44.78,282784942129742,22.21,,
XWAS J050742.9-373849,X00912_00029,76.92920833333332,-37.64677777777778,1.719,BLAGN,0.6,44.1,283029754890148,22.62,,
XWAS J050744.9-372105,X00912_00182,76.93708333333333,-37.35161111111111,0.625,BLAGN,3.3,43.73,283029754907053,20.13,20.08,0.05000000000000071
XWAS J050748.3-373549,X00912_00050,76.95195833333332,-37.597166666666666,2.843,BLAGN,0.6,44.66,282784942129455,20.64,23.21,-2.5700000000000003
XWAS J050753.1-372615,X00912_00145,76.97120833333332,-37.437666666666665,1.461,BLAGN,3.6,44.68,283029754902074,19.99,20.12,-0.13000000000000256
XWAS J050754.2-372726,X00912_00137,76.976125,-37.45747222222222,3.542,BLAGN,1.4,45.3,282784942139767,19.1,21.93,-2.8299999999999983
XWAS J050757.6-372515,X00912_00156,76.98975,-37.420833333333334,2.895,BLAGN,0.5,44.62,283029754902950,21.24,21.95,-0.7100000000000009
XWAS J050759.0-374314,X00912_00009,76.99533333333332,-37.72097222222222,1.872,BLAGN,0.7,44.23,282784942120744,20.57,20.74,-0.16999999999999815
XWAS J050800.0-374345,X00912_00006,76.99995833333332,-37.72966666666667,0.998,BLAGN,2.3,44.06,282784942120182,20.99,21.71,-0.7200000000000024
XWAS J050808.1-371959,X00912_00185,77.03379166666667,-37.33302777777778,2.433,BLAGN,0.8,44.59,283029754908286,19.52,20.24,-0.7199999999999989
XWAS J050810.7-373744,X00912_00036,77.04533333333335,-37.62861111111111,0.051,NELG,0.3,40.27,282784942127263,15.21,16.09,-0.879999999999999
XWAS J050819.7-373856,X00912_00028,77.08233333333335,-37.64925,1.88,BLAGN,1.2,44.48,283029754890022,20.21,21.91,-1.6999999999999993
XWAS J050830.2-373637,X00912_00044,77.12670833333334,-37.61016666666667,0.053,Gal,0.7,40.71,283029754892405,14.89,16.26,-1.370000000000001
XWAS J050842.8-372423,X00912_00159,77.1785,-37.406194444444445,2.444,BLAGN,0.6,44.52,283029754903820,20.28,21.02,-0.7399999999999984
XWAS J050901.3-373010,X00912_00098,77.2555,-37.50338888888889,1.06,BLAGN,2.3,44.12,282784942136495,18.2,19.39,-1.1900000000000013
XWAS J052159.3-362257,X02262_00126,80.49766666666666,-36.382555555555555,1.424,BLAGN,4.7,44.77,283029754969654,18.01,18.66,-0.6499999999999986
XWAS J052221.2-362954,X02262_00064,80.58766666666666,-36.498444444444445,0.057,NELG,0.3,40.37,283029754962047,15.19,16.12,-0.9300000000000015
XWAS J052238.1-362924,X02262_00066,80.65904166666667,-36.49019444444445,0.066,NELG,1.7,41.27,283029754962687,16.32,17.48,-1.1600000000000001
XWAS J052244.5-363043,X02262_00056,80.68529166666667,-36.511916666666664,2.321,BLAGN,1.8,44.9,283029754961123,19.36,20.01,-0.6500000000000021
XWAS J052257.0-363329,X02262_00037,80.73775,-36.55822222222222,0.843,BLAGN,6.3,44.33,283029754958047,19.56,20.67,-1.110000000000003
XWAS J052322.1-362333,X02262_00119,80.84258333333334,-36.392944444444446,2.925,BLAGN,0.6,44.69,283029754968978,20.53,21.18,-0.6499999999999986
XWAS J052324.4-361955,X02262_00147,80.85208333333334,-36.33197222222223,1.712,BLAGN,2.5,44.71,283029754972772,19.57,20.58,-1.009999999999998
XWAS J052351.5-362602,X02262_00094,80.965125,-36.43380555555555,0.839,BLAGN,8.1,44.43,283029754966444,20.09,20.47,-0.379999999999999
XWAS J052402.1-362424,X02262_00108,81.00895833333334,-36.4065,1.13,BLAGN,11.8,44.91,283029754968087,17.25,18.36,-1.1099999999999994
XWAS J204105.5-321851,X00278_00026,310.27325,-32.314166666666665,1.702,BLAGN,1.8,44.56,283463546630180,20.33,20.63,-0.3000000000000007
XWAS J204118.4-322316,X00278_00024,310.32658333333336,-32.38763888888889,0.58,BLAGN,2.0,43.44,283463546621676,19.93,21.4,-1.4699999999999989
XWAS J204118.7-323144,X00278_00013,310.32795833333336,-32.52936111111111,1.021,BLAGN,5.6,44.48,283197259037917,19.6,20.04,-0.4399999999999977
XWAS J204118.8-322711,X00278_00018,310.32783333333333,-32.45527777777778,0.135,NELG,0.8,41.59,283197259043930,17.75,19.27,-1.5199999999999996
XWAS J204121.9-321906,X00278_00025,310.34158333333335,-32.31819444444445,2.741,BLAGN,0.9,44.8,283463546629692,22.72,,
XWAS J204122.5-321659,X00278_00030,310.3437916666667,-32.28322222222222,2.397,BLAGN,1.4,44.83,283463546633826,20.28,20.58,-0.29999999999999716
XWAS J204159.2-321440,X00278_00035,310.49674999999996,-32.24455555555556,0.737,BLAGN,29.7,44.85,283463546638277,19.74,20.75,-1.0100000000000016
XWAS J204204.1-321601,X00278_00033,310.51729166666667,-32.26722222222222,0.383,BLAGN,10.2,43.71,283463546635672,19.93,21.11,-1.1799999999999997
XWAS J204204.8-323548,X00278_00005,310.52049999999997,-32.596805555555555,0.124,Gal,6.1,42.4,283463546597832,16.99,18.49,-1.5
XWAS J204209.3-321313,X00278_00038,310.53695833333336,-32.22047222222223,2.439,BLAGN,2.8,45.16,283197259063590,22.02,,
XWAS J204211.1-323633,X00278_00003,310.54545833333333,-32.61047222222222,0.121,Gal,21.2,42.92,283463546596175,16.13,17.67,-1.5400000000000027
XWAS J204213.8-323606,X00278_00004,310.5575,-32.60155555555556,0.124,NELG,2.4,42.0,283463546597272,17.41,18.86,-1.4499999999999993
XWAS J204214.2-321756,X00278_00028,310.5590416666667,-32.29936111111111,0.35,Gal,1.8,42.87,283463546631905,19.57,22.01,-2.4400000000000013
XWAS J204415.1-312618,X00269_00034,311.06333333333333,-31.43825,1.166,BLAGN,4.7,44.55,283463546732719,19.19,20.0,-0.8099999999999987
XWAS J204415.7-312134,X00269_00049,311.06566666666663,-31.359611111111114,1.937,BLAGN,2.3,44.8,283463546741993,22.09,,
XWAS J204418.6-312442,X00269_00039,311.0787916666667,-31.41322222222222,0.693,BLAGN,0.6,43.07,283463546735572,22.21,,
XWAS J204418.7-312307,X00269_00046,311.07841666666667,-31.38497222222222,0.199,NELG,4.6,42.72,283463546738911,17.92,19.4,-1.4799999999999969
XWAS J204425.3-311156,X00269_00079,311.10591666666664,-31.198666666666668,0.464,BLAGN,8.4,43.82,283463546760395,18.59,20.06,-1.4699999999999989
XWAS J204428.9-311005,X00269_00087,311.12112500000006,-31.168222222222223,1.618,BLAGN,5.4,44.97,283463546763853,19.46,20.48,-1.0199999999999996
XWAS J204429.2-311231,X00269_00077,311.1229166666667,-31.208472222222223,1.794,BLAGN,2.2,44.7,283463546759228,19.57,20.82,-1.25
XWAS J204430.9-311723,X00269_00063,311.12945833333333,-31.289583333333336,0.587,BLAGN,5.0,43.84,283463546749869,20.03,20.46,-0.4299999999999997
XWAS J204433.3-313223,X00269_00006,311.13866666666667,-31.53955555555556,1.75,BLAGN,2.7,44.76,283463546720733,20.88,,
XWAS J204433.4-312422,X00269_00040,311.1402916666667,-31.40647222222222,1.096,BLAGN,0.3,43.21,283463546736393,22.6,,
XWAS J204523.5-311254,X00269_00073,311.34925,-31.214777777777776,1.374,BLAGN,5.7,44.81,283463546758455,19.73,20.42,-0.6900000000000013
XWAS J204526.9-313245,X00269_00004,311.3625,-31.546444444444447,0.84,BLAGN,1.3,43.64,283463546719939,22.46,,
XWAS J204542.1-311652,X00269_00067,311.4262916666667,-31.281222222222222,0.193,BLAGN,10.0,43.03,283463546750829,17.71,18.58,-0.8699999999999974
XWAS J204552.1-312149,X00269_00048,311.467875,-31.363722222222222,2.322,BLAGN,0.8,44.53,283463546741509,21.91,,
XWAS J204602.6-312544,X00269_00036,311.51216666666664,-31.429111111111112,2.511,BLAGN,1.0,44.75,283463546733761,20.36,21.24,-0.879999999999999
XWAS J210330.8-111249,X21169_00095,315.87825,-11.213333333333333,2.151,BLAGN,1.7,44.8,284661842591713,20.04,20.94,-0.9000000000000021
XWAS J210350.0-111338,X21169_00090,315.95866666666666,-11.22813888888889,0.309,BLAGN,1.8,42.75,284661842590347,19.02,20.69,-1.6700000000000017
XWAS J210355.2-121858,X02083_00040,315.97995833333334,-12.316305555555557,0.793,BLAGN,9.5,44.44,284661842489456,19.95,20.31,-0.35999999999999943
XWAS J210400.5-112623,X21169_00022,316.00225,-11.439944444444444,0.194,NELG,3.9,42.62,284661842569937,19.72,21.7,-1.9800000000000004
XWAS J210400.7-121244,X02083_00060,316.0027083333333,-12.212444444444444,1.911,BLAGN,2.9,44.89,284661842498144,18.86,19.58,-0.7199999999999989
XWAS J210406.5-122230,X02083_00024,316.0269166666667,-12.375305555555556,1.685,BLAGN,0.8,44.2,284352605285228,21.65,,
XWAS J210409.9-113334,X21169_00003,316.041875,-11.559916666666668,0.238,BLAGN,1.2,42.31,284661842558402,18.02,19.64,-1.620000000000001
XWAS J210416.0-122133,X02083_00027,316.06708333333336,-12.359194444444444,1.542,BLAGN,5.2,44.9,284352605286633,19.48,20.24,-0.759999999999998
XWAS J210419.0-120915,X02083_00072,316.07941666666665,-12.15413888888889,0.187,BLAGN,5.7,42.76,284661842502981,19.42,21.07,-1.6499999999999986
XWAS J210420.4-121204,X02083_00065,316.08491666666663,-12.201583333333332,1.165,BLAGN,2.8,44.32,284661842498976,18.44,19.83,-1.389999999999997
XWAS J210422.3-121703,X02083_00046,316.09295833333334,-12.284444444444444,1.281,BLAGN,0.8,43.87,284661842492105,20.28,21.43,-1.1499999999999986
XWAS J210422.7-112556,X21169_00027,316.09408333333334,-11.432555555555554,0.243,NELG,0.6,42.05,284661842570659,20.05,21.98,-1.9299999999999997
XWAS J210424.2-111127,X21169_00102,316.10083333333336,-11.190861111111111,1.885,BLAGN,1.2,44.5,284661842593760,20.52,21.68,-1.1600000000000001
XWAS J210424.2-122020,X02083_00033,316.1010416666666,-12.339222222222222,2.411,BLAGN,1.4,44.83,284661842487510,22.15,,
XWAS J210426.7-112148,X21169_00046,316.1112083333333,-11.36361111111111,1.914,BLAGN,2.1,44.74,284661842577339,19.91,20.68,-0.7699999999999996
XWAS J210435.2-111221,X21169_00097,316.147,-11.206083333333332,1.995,BLAGN,1.3,44.6,284661842592381,21.16,,
XWAS J210444.0-121714,X02083_00044,316.18341666666663,-12.287083333333333,0.221,NELG,0.5,41.85,284661842491902,18.97,20.93,-1.9600000000000009
XWAS J210453.6-112446,X21169_00032,316.223625,-11.413027777777778,0.894,BLAGN,1.3,43.7,284661842572572,20.32,22.0,-1.6799999999999997
XWAS J210506.6-121905,X02083_00039,316.2776666666666,-12.318472222222223,1.915,BLAGN,2.6,44.85,284661842489232,20.34,21.18,-0.8399999999999999
XWAS J210509.7-121249,X02083_00059,316.29033333333336,-12.213527777777777,1.708,BLAGN,1.4,44.44,284661842498047,19.43,20.37,-0.9400000000000013
XWAS J210513.1-121917,X02083_00038,316.30525,-12.321388888888889,2.282,BLAGN,1.4,44.78,284661842488994,20.62,21.24,-0.6199999999999974
XWAS J213656.6-433554,X00236_00049,324.235375,-43.59875,1.85,BLAGN,1.6,44.59,282707632685217,20.64,20.17,0.46999999999999886
XWAS J213657.4-434516,X00236_00019,324.238875,-43.7545,1.572,BLAGN,7.5,45.08,282707632671851,18.44,18.42,0.019999999999999574
XWAS J213723.7-424412,X02226_00004,324.35016666666667,-42.73747222222222,2.608,BLAGN,2.6,45.2,282707632760708,19.04,19.28,-0.240000000000002
XWAS J213728.9-433639,X00236_00046,324.371375,-43.61086111111111,1.55,BLAGN,1.5,44.37,282707632684155,19.47,19.99,-0.5199999999999996
XWAS J213741.2-434934,X00236_00007,324.42237500000005,-43.82638888888889,1.576,BLAGN,1.1,44.23,282707632665707,20.46,20.59,-0.129999999999999
XWAS J213747.9-422612,X02226_00027,324.4495833333333,-42.43677777777778,1.801,BLAGN,8.8,45.3,282707632787906,17.49,18.35,-0.860000000000003
XWAS J213758.8-435006,X00236_00006,324.49570833333337,-43.834833333333336,1.505,BLAGN,4.3,44.79,282707632665009,19.73,19.94,-0.21000000000000085
XWAS J213800.4-434534,X00236_00017,324.5015833333333,-43.75980555555556,0.489,BLAGN,0.9,42.93,282707632671403,18.68,19.54,-0.8599999999999994
XWAS J213829.9-423957,X02226_00007,324.6245416666667,-42.66594444444444,1.467,BLAGN,10.9,45.17,282707632766869,17.68,18.36,-0.6799999999999997
XWAS J213833.8-434108,X00236_00034,324.64095833333334,-43.68577777777777,1.714,BLAGN,3.3,44.83,282707632677766,18.46,19.16,-0.6999999999999993
XWAS J213845.5-433556,X00236_00048,324.6897916666667,-43.599222222222224,1.395,BLAGN,0.8,43.96,282707632685177,20.3,21.31,-1.009999999999998
XWAS J213852.4-434715,X00236_00015,324.718875,-43.78761111111111,0.461,BLAGN,6.4,43.7,282707632669030,18.85,18.91,-0.05999999999999872
XWAS J213901.0-423010,X02226_00023,324.754,-42.503416666666666,2.994,BLAGN,1.4,45.1,282707632781951,20.71,21.3,-0.5899999999999999
XWAS J215043.6-302813,X00822_00047,327.6819583333333,-30.47011111111111,1.72,BLAGN,2.9,44.76,283476431611204,21.73,,
XWAS J215100.7-302832,X00822_00042,327.75304166666666,-30.475805555555553,0.565,BLAGN,6.6,43.92,283476431610842,18.18,18.47,-0.28999999999999915
XWAS J215102.9-303639,X00822_00006,327.76233333333334,-30.611555555555558,2.523,BLAGN,1.4,44.9,283476431602106,19.34,20.04,-0.6999999999999993
XWAS J215106.2-302427,X00822_00082,327.77525,-30.40761111111111,0.137,BLAGN,3.0,42.19,283476431615186,17.64,18.91,-1.2699999999999996
XWAS J215121.9-274221,X02247_00005,327.84125,-27.706416666666666,1.485,BLAGN,56.1,45.89,283476431795011,18.89,20.13,-1.2399999999999984
XWAS J215121.9-301646,X00822_00114,327.84133333333335,-30.279833333333332,0.55,NELG,2.6,43.5,564951408321087,21.27,,
XWAS J215122.9-302733,X00822_00053,327.84570833333333,-30.45925,1.075,BLAGN,1.1,43.84,283476431611897,19.42,20.61,-1.1899999999999977
XWAS J215123.6-302436,X00822_00079,327.848625,-30.410027777777778,0.239,Gal,2.1,42.56,283476431615023,17.96,20.05,-2.09
XWAS J215134.0-302811,X00822_00046,327.8916666666667,-30.46983333333333,0.417,Gal,0.9,42.76,283476431611218,19.0,21.16,-2.16
XWAS J215134.2-303611,X00822_00008,327.892625,-30.603305555555558,0.935,BLAGN,2.2,43.98,283476431602742,21.34,,
XWAS J215138.7-301958,X00822_00102,327.91129166666667,-30.333333333333332,1.189,BLAGN,2.5,44.3,283476431619836,20.4,21.43,-1.0300000000000011
XWAS J215138.9-301710,X00822_00113,327.9115,-30.286694444444446,0.765,BLAGN,2.1,43.73,283476431622797,20.27,21.56,-1.2899999999999991
XWAS J215201.7-302153,X00822_00093,328.00695833333333,-30.365166666666667,2.308,BLAGN,1.0,44.63,283476431617836,20.52,22.28,-1.7600000000000016
XWAS J215212.9-272455,X02247_00088,328.0540416666667,-27.415555555555553,0.971,BLAGN,10.1,44.68,283476431814658,18.31,19.14,-0.8300000000000018
XWAS J215223.1-273816,X02247_00015,328.096625,-27.637916666666666,2.527,BLAGN,2.9,45.2,283476431799771,19.25,20.44,-1.1900000000000013
XWAS J215223.4-303945,X00822_00001,328.09791666666666,-30.66275,1.089,BLAGN,3.0,44.28,283476431598704,19.7,20.55,-0.8500000000000014
XWAS J215225.1-302648,X00822_00060,328.1046666666667,-30.447027777777777,0.695,BLAGN,4.9,44.01,283476431612693,19.7,21.39,-1.6900000000000013
XWAS J215225.2-272916,X02247_00070,328.1052916666667,-27.487750000000002,1.919,BLAGN,1.8,44.69,283476431809747,19.09,19.2,-0.10999999999999943
XWAS J215228.3-302719,X00822_00056,328.1177916666667,-30.455555555555556,2.522,BLAGN,1.0,44.75,283476431612140,20.0,20.69,-0.6900000000000013
XWAS J215244.1-302405,X00822_00084,328.1842916666667,-30.40158333333333,0.538,BLAGN,21.8,44.39,283476431615559,17.45,18.23,-0.7800000000000011
XWAS J215253.7-273312,X02247_00046,328.22404166666666,-27.553583333333336,2.207,BLAGN,1.8,44.85,283476431805309,18.93,19.6,-0.6700000000000017
XWAS J215258.0-273404,X02247_00039,328.241625,-27.567888888888888,1.234,BLAGN,7.3,44.8,283476431804389,18.22,19.94,-1.7200000000000024
XWAS J221446.2-174650,X00851_00367,333.692625,-17.78125,0.306,NELG,0.5,42.15,284056252431700,19.96,21.7,-1.7399999999999984
XWAS J221502.2-173827,X00851_00147,333.759625,-17.64113888888889,1.512,BLAGN,0.5,43.85,284056252442388,19.0,20.12,-1.120000000000001
XWAS J221515.2-173222,X00851_00177,333.8135,-17.5395,1.163,BLAGN,11.6,44.94,284056252450230,17.89,18.89,-1.0
XWAS J221521.3-174059,X00851_00404,333.8392083333333,-17.682916666666667,0.231,NELG,0.1,41.08,284056252439218,19.04,20.6,-1.5600000000000023
XWAS J221523.6-174318,X00851_00107,333.8485416666667,-17.72186111111111,0.956,BLAGN,3.7,44.23,284056252436192,20.38,20.27,0.10999999999999943
XWAS J221536.7-173354,X00851_00310,333.9029583333333,-17.56522222222222,1.704,BLAGN,3.2,44.8,284056252448304,19.74,21.58,-1.8399999999999999
XWAS J221538.1-174631,X00851_00076,333.90891666666664,-17.77575,1.422,BLAGN,3.2,44.6,284056252432126,19.85,21.15,-1.2999999999999972
XWAS J221550.3-175207,X00851_00024,333.95962499999996,-17.868805555555557,1.305,BLAGN,5.5,44.74,284056252424829,19.86,21.33,-1.4699999999999989
XWAS J221602.2-173948,X00851_00137,334.0097083333333,-17.66397222222222,1.447,BLAGN,1.8,44.36,284056252440640,19.67,20.76,-1.0899999999999999
XWAS J221603.1-174316,X00851_00109,334.01304166666665,-17.72138888888889,1.851,BLAGN,2.5,44.79,284369784671591,20.8,22.71,-1.9100000000000001
XWAS J221604.6-175218,X00851_00023,334.01937499999997,-17.871833333333335,1.319,BLAGN,2.7,44.44,284056252424611,20.26,20.8,-0.5399999999999991
