Name,ObsID,RA_deg,Dec_deg,z,Class,Flux_0p5_4p5,Log_Lx,SCID,Bmag,Rmag,BR_color
XWAS J015243.7-135900,X01135_00074,28.182541666666665,-13.983722222222221,0.821,BLAGN,4.7,44.17,284107791837957,20.84,20.96,-0.120000000000001
XWAS J015249.6-134216,X01135_00214,28.20725,-13.7045,2.223,BLAGN,2.0,44.9,284107791852039,20.09,20.45,-0.35999999999999943
XWAS J015253.1-133442,X00955_00156,28.221625,-13.57825,0.175,Gal,0.4,41.56,284107791857963,18.88,20.47,-1.5899999999999999
XWAS J015253.3-133836,X00955_00138,28.222083333333334,-13.643666666666666,2.738,BLAGN,0.8,44.77,284103496857344,21.33,,
XWAS J015254.3-134800,X00955_00057,28.226375,-13.799777777777777,1.202,BLAGN,3.5,44.45,284103496850568,20.07,,
XWAS J015257.2-140458,X01135_00026,28.238458333333334,-14.082777777777778,2.301,BLAGN,0.4,44.19,284107791833632,20.44,21.7,-1.259999999999998
XWAS J015257.5-140839,X01135_00126,28.240125000000003,-14.144305555555555,0.543,NELG,4.4,43.71,565582768575289,20.87,,
XWAS J015259.5-133151,X00955_00162,28.2475,-13.530805555555556,2.702,BLAGN,0.8,44.74,284107791860333,20.06,21.06,-1.0
XWAS J015302.9-134653,X01135_00182,28.26275,-13.781833333333335,0.963,BLAGN,4.7,44.34,284107791847942,19.21,19.01,0.1999999999999993
XWAS J015303.3-140118,X01135_00056,28.263916666666667,-14.021500000000001,1.716,BLAGN,0.3,43.85,284107791836175,20.8,21.8,-1.0
XWAS J015304.3-135004,X01135_00166,28.26808333333333,-13.834750000000001,2.501,BLAGN,1.3,44.86,284103496849220,21.92,,
XWAS J015305.7-133954,X00955_00131,28.274416666666667,-13.665277777777778,0.983,BLAGN,0.8,43.61,284107791853856,21.81,,
XWAS J015308.0-135801,X01135_00082,28.283416666666664,-13.96725,1.787,BLAGN,2.7,44.79,284107791838702,18.98,19.03,-0.05000000000000071
XWAS J015311.0-135105,X01135_00153,28.296041666666664,-13.8515,0.949,BLAGN,5.8,44.41,284103496848541,20.38,20.6,-0.22000000000000242
XWAS J015312.4-135724,X01135_00090,28.30154166666667,-13.956833333333332,1.455,BLAGN,2.8,44.56,284107791839215,20.13,20.76,-0.6300000000000026
XWAS J015315.9-140319,X01135_00041,28.31675,-14.055000000000001,1.456,BLAGN,2.2,44.46,565582768580086,20.98,,
XWAS J015317.5-140637,X01135_00013,28.323083333333333,-14.110388888888888,0.833,BLAGN,0.3,42.99,284107791832322,19.88,21.89,-2.0100000000000016
XWAS J015318.3-135445,X01135_00116,28.326458333333335,-13.912833333333333,1.421,BLAGN,1.5,44.26,284107791841419,18.59,19.1,-0.5100000000000016
XWAS J015322.0-134731,X00955_00064,28.342125,-13.792,0.221,NELG,0.3,41.67,284103496850873,18.93,20.29,-1.3599999999999994
XWAS J015323.3-133100,X00955_00164,28.348499999999998,-13.516583333333333,0.83,BLAGN,2.4,43.88,284107791860987,19.65,19.7,-0.05000000000000071
XWAS J015323.9-134258,X00955_00115,28.350291666666667,-13.716138888888889,2.214,BLAGN,0.6,44.36,284103496854184,22.27,,
XWAS J015324.2-140355,X01135_00035,28.350916666666667,-14.0655,0.283,NELG,1.9,42.69,284107791834390,20.38,22.92,-2.5400000000000027
XWAS J015326.4-134545,X00955_00082,28.360541666666666,-13.763,0.052,Gal,1.7,41.05,284103496852106,19.39,20.8,-1.4100000000000001
XWAS J015327.6-134614,X00955_00077,28.365083333333335,-13.770888888888889,2.419,BLAGN,2.1,45.01,284103496851755,21.57,,
XWAS J015331.9-134757,X00955_00060,28.383208333333332,-13.799111111111111,2.629,BLAGN,3.7,45.36,284107791847145,19.11,19.49,-0.379999999999999
XWAS J015335.3-140204,X01135_00050,28.397666666666666,-14.034638888888889,2.293,BLAGN,0.6,44.39,284107791835586,22.2,,
XWAS J015337.3-135101,X01135_00150,28.406041666666667,-13.850555555555555,0.84,BLAGN,15.5,44.71,284107791844679,19.8,22.13,-2.3299999999999983
XWAS J015343.1-140048,X01135_00058,28.429416666666665,-14.01463888888889,2.634,BLAGN,0.4,44.44,284107791836477,19.85,20.79,-0.9399999999999977
XWAS J015347.8-133626,X00955_00151,28.449708333333334,-13.607194444444444,1.138,BLAGN,2.9,44.32,284107791856541,18.93,21.04,-2.1099999999999994
XWAS J015354.3-134933,X00955_00050,28.47683333333333,-13.825972222222221,0.748,BLAGN,6.4,44.2,284107791845878,20.57,22.5,-1.9299999999999997
XWAS J015357.6-134337,X00955_00107,28.490541666666665,-13.727277777777777,0.828,BLAGN,3.2,44.02,284107791850832,20.32,20.94,-0.620000000000001
XWAS J022055.4-033330,XLSS_00007,35.23141666666667,-3.557583333333333,0.147,NELG,22.8,43.13,284730562102855,18.11,18.74,-0.629999999999999
XWAS J022100.1-042855,XLSS_00009,35.250458333333334,-4.482055555555555,0.201,NELG,6.3,42.87,284730562059262,18.37,19.89,-1.5199999999999996
XWAS J022100.3-042327,XLSS_00010,35.252125,-4.390750000000001,3.682,BLAGN,0.9,45.14,284730562063480,19.36,21.9,-2.539999999999999
XWAS J022120.4-040218,XLSS_00020,35.33541666666667,-4.038388888888889,0.325,Gal,1.2,42.62,284730562080245,18.85,20.92,-2.0700000000000003
XWAS J022126.1-041648,XLSS_00022,35.35875,-4.280583333333333,1.701,BLAGN,3.7,44.86,284730562068930,18.08,18.72,-0.6400000000000006
XWAS J022156.6-043817,X21512_00016,35.48608333333333,-4.6379166666666665,3.289,BLAGN,1.3,45.18,284730562051871,22.27,,
XWAS J022202.7-050944,X21223_00064,35.511541666666666,-5.162416666666667,0.275,NELG,24.8,43.77,284730562028329,19.17,18.8,0.370000000000001
XWAS J022205.5-035407,X21499_00024,35.5235,-3.9020277777777777,1.305,BLAGN,2.8,44.44,284730562086592,18.77,19.83,-1.0599999999999987
XWAS J022206.4-042909,X21512_00074,35.52704166666667,-4.485888888888889,0.316,Gal,4.5,43.17,566205538785658,20.04,,
XWAS J022208.0-042734,X21512_00088,35.533791666666666,-4.459666666666667,1.672,BLAGN,3.7,44.85,284730562060285,18.38,18.78,-0.40000000000000213
XWAS J022222.7-032027,XLSS_00038,35.595416666666665,-3.3417777777777777,1.284,BLAGN,1.5,44.16,284730562113003,20.55,21.34,-0.7899999999999991
XWAS J022224.0-034758,X21499_00056,35.600791666666666,-3.7992777777777778,1.677,BLAGN,8.0,45.18,284730562091786,19.77,20.25,-0.4800000000000004
XWAS J022230.4-033545,XLSS_00039,35.62675,-3.595861111111111,2.163,BLAGN,2.0,44.86,284730562100980,22.06,,
XWAS J022231.6-040041,X21499_00004,35.632333333333335,-4.011638888888889,0.147,NELG,1.1,41.81,284730562081519,17.38,18.48,-1.1000000000000014
XWAS J022234.5-043709,X21512_00025,35.643708333333336,-4.6195,0.169,NELG,1.7,42.13,284730562052751,19.61,21.19,-1.5800000000000018
XWAS J022234.6-040416,X21500_00121,35.644666666666666,-4.071555555555555,2.036,BLAGN,1.5,44.68,284730562078731,20.32,20.49,-0.16999999999999815
XWAS J022238.6-044323,X21224_00118,35.660916666666665,-4.722944444444445,1.554,BLAGN,0.9,44.15,284730562048064,21.05,,
XWAS J022241.0-044551,X21224_00104,35.67125,-4.764083333333334,0.805,BLAGN,6.9,44.31,284730562046257,20.68,21.66,-0.9800000000000004
XWAS J022241.8-035207,X21499_00034,35.675291666666666,-3.8686666666666665,1.593,BLAGN,1.9,44.49,284730562088400,19.96,20.5,-0.5399999999999991
XWAS J022242.5-043018,X21512_00067,35.67725,-4.505111111111111,1.168,BLAGN,2.3,44.23,284730562058215,20.51,20.84,-0.3299999999999983
XWAS J022244.4-043346,X21512_00043,35.685,-4.563055555555556,0.759,BLAGN,36.6,44.97,284730562055476,17.83,19.97,-2.1400000000000006
XWAS J022245.8-041932,X21512_00128,35.69108333333333,-4.325638888888888,1.263,BLAGN,3.4,44.49,284730562066899,19.34,20.6,-1.2600000000000016
XWAS J022247.8-043329,X21512_00045,35.69958333333334,-4.558388888888889,1.637,BLAGN,2.3,44.6,284730562055687,19.69,19.92,-0.23000000000000043
XWAS J022249.6-040441,X21500_00119,35.70666666666667,-4.078333333333333,0.289,NELG,0.9,42.38,284730562078421,18.23,19.63,-1.3999999999999986
XWAS J022249.6-041353,X21500_00052,35.70679166666667,-4.231444444444445,1.562,BLAGN,3.6,44.75,284730562071265,20.16,19.73,0.4299999999999997
XWAS J022249.6-051452,X21223_00043,35.707,-5.248166666666667,0.314,BLAGN,17.9,43.76,284730562024634,17.93,19.47,-1.5399999999999991
XWAS J022253.6-042929,X21512_00073,35.72333333333333,-4.491361111111111,0.215,BLAGN,4.6,42.8,284730562058858,18.79,19.02,-0.23000000000000043
XWAS J022255.5-044410,X21224_00113,35.73125,-4.7362222222222226,2.894,BLAGN,1.0,44.89,284730562047521,19.46,20.83,-1.3699999999999974
XWAS J022255.7-051817,X21223_00025,35.73229166666667,-5.304972222222222,1.757,BLAGN,6.4,45.14,284730562022193,20.43,,
XWAS J022255.9-051352,X21223_00048,35.73291666666667,-5.231277777777778,0.849,BLAGN,0.8,43.42,284730562025341,18.65,18.78,-0.13000000000000256
XWAS J022256.4-052055,X21223_00012,35.73529166666667,-5.348694444444444,1.355,BLAGN,3.2,44.54,284730562020350,19.23,20.47,-1.2399999999999984
XWAS J022257.9-041840,X21512_00130,35.74158333333333,-4.31125,0.238,NELG,4.0,42.84,284730562067611,18.06,19.7,-1.6400000000000006
XWAS J022258.5-040713,X21500_00097,35.74404166666666,-4.120916666666666,0.291,Gal,0.9,42.39,284730562076438,18.75,20.53,-1.7800000000000011
XWAS J022306.0-043323,X21512_00046,35.775125,-4.556638888888889,1.081,BLAGN,1.9,44.07,284730562055778,20.48,20.81,-0.3299999999999983
XWAS J022308.0-030839,X21561_00047,35.783166666666666,-3.1444444444444444,3.665,BLAGN,1.2,45.25,284730562122798,19.62,21.22,-1.5999999999999979
XWAS J022310.1-042306,X21512_00110,35.791875,-4.384666666666667,0.237,NELG,2.4,42.62,284730562063762,19.66,21.03,-1.370000000000001
XWAS J022312.4-050626,X21223_00077,35.801874999999995,-5.107027777777778,2.203,BLAGN,1.9,44.87,284730562030587,20.25,20.9,-0.6499999999999986
XWAS J022313.3-043101,X21512_00060,35.805499999999995,-4.51675,0.017,NELG,1.7,40.06,284730562057649,14.57,14.49,0.08000000000000007
XWAS J022315.4-042600,X21512_00099,35.813916666666664,-4.432972222222222,0.19,NELG,1.2,42.09,284730562061531,18.55,19.41,-0.8599999999999994
XWAS J022317.4-044032,X21224_00131,35.82266666666667,-4.675805555555556,0.844,BLAGN,3.3,44.04,284730562050075,18.01,18.84,-0.8299999999999983
XWAS J022318.3-051208,X21223_00054,35.8265,-5.202361111111111,0.332,Gal,4.8,43.25,284730562026571,18.99,20.98,-1.990000000000002
XWAS J022319.5-044731,X21224_00092,35.83170833333333,-4.791888888888889,0.293,NELG,3.3,42.95,284730562045023,19.36,20.91,-1.5500000000000007
XWAS J022320.1-030423,X21561_00064,35.834208333333336,-3.0730000000000004,1.037,BLAGN,7.9,44.65,284730562126316,19.18,20.24,-1.0599999999999987
XWAS J022320.7-031823,X21561_00006,35.83629166666667,-3.3066388888888887,3.862,BLAGN,5.1,45.95,284730562114688,18.82,21.51,-2.6900000000000013
XWAS J022321.1-050627,X21223_00076,35.83829166666667,-5.107555555555555,2.419,BLAGN,2.7,45.13,284730562030570,19.74,19.81,-0.07000000000000028
XWAS J022325.2-025613,XLSS_00040,35.85533333333333,-2.9371944444444447,2.15,BLAGN,0.8,44.46,284730562133184,19.72,20.09,-0.370000000000001
XWAS J022326.4-045706,X21224_00028,35.86029166666667,-4.9517500000000005,0.821,BLAGN,2.3,43.86,284730562037849,20.46,21.0,-0.5399999999999991
XWAS J022327.8-040118,XLSS_00041,35.866125,-4.022027777777778,1.923,BLAGN,1.9,44.71,284730562080983,19.8,20.83,-1.0299999999999976
XWAS J022328.6-034055,X21502_00073,35.86979166666667,-3.681722222222222,1.493,BLAGN,1.7,44.37,284730562096895,19.34,19.78,-0.4400000000000013
XWAS J022329.2-045451,X21224_00039,35.87195833333334,-4.9145,0.604,BLAGN,3.7,43.74,284730562039484,20.42,20.9,-0.4799999999999969
XWAS J022330.1-043002,X21512_00071,35.875625,-4.501222222222222,2.667,BLAGN,2.8,45.26,284730562058403,20.0,21.3,-1.3000000000000007
XWAS J022331.8-034035,X21501_00002,35.88195833333334,-3.676861111111111,3.273,BLAGN,1.8,45.31,284730562097132,21.26,,
XWAS J022333.1-044922,X21224_00070,35.88858333333334,-4.823027777777778,2.302,BLAGN,1.7,44.87,284730562043677,20.45,20.41,0.03999999999999915
XWAS J022336.9-041827,X21500_00022,35.90370833333333,-4.307722222222222,2.97,BLAGN,1.1,44.98,284730562067789,20.65,21.83,-1.1799999999999997
XWAS J022336.9-050834,X21225_00065,35.90441666666666,-5.143166666666667,2.153,BLAGN,1.2,44.63,284730562029148,20.87,22.28,-1.4100000000000001
XWAS J022337.4-044006,X21224_00133,35.906375000000004,-4.668388888888889,1.744,BLAGN,1.5,44.49,284730562050407,19.57,20.57,-1.0
XWAS J022339.4-045341,X21224_00045,35.913583333333335,-4.894638888888888,4.246,BLAGN,0.3,44.87,566205538766720,20.52,,
XWAS J022340.7-042255,X21500_00003,35.919958333333334,-4.382083333333333,0.958,BLAGN,1.4,43.79,284730562063894,18.68,19.93,-1.25
XWAS J022341.8-043051,X21512_00061,35.92420833333333,-4.5144166666666665,0.436,Gal,1.5,43.02,284730562057749,18.96,21.61,-2.6499999999999986
XWAS J022342.0-040012,X21500_00139,35.92520833333333,-4.0035,1.246,BLAGN,3.8,44.53,284730562081898,19.93,21.93,-2.0
XWAS J022343.5-031415,X21561_00019,35.931374999999996,-3.237611111111111,2.192,BLAGN,2.0,44.89,284730562118120,21.77,,
XWAS J022344.2-045725,X21225_00110,35.93429166666667,-4.957055555555556,0.157,NELG,0.7,41.67,284730562037576,18.79,19.67,-0.8800000000000026
XWAS J022345.9-051252,X21225_00039,35.94175,-5.215194444444444,2.498,BLAGN,0.2,44.08,284730562026009,22.38,,
XWAS J022347.1-050552,X21225_00078,35.94670833333333,-5.098083333333333,2.325,BLAGN,2.2,44.99,284730562031000,19.38,20.52,-1.1400000000000006
XWAS J022349.3-033931,X21502_00078,35.955875,-3.6585277777777776,2.128,BLAGN,0.7,44.39,284730562097994,20.51,21.28,-0.7699999999999996
XWAS J022349.3-051747,X21225_00016,35.95529166666667,-5.2964722222222225,3.374,BLAGN,0.9,45.03,566205538748055,20.87,,
XWAS J022351.0-044730,X21224_00091,35.962833333333336,-4.791722222222222,2.165,BLAGN,1.1,44.61,284730562045030,20.4,20.33,0.07000000000000028
XWAS J022351.2-042053,X21500_00009,35.963499999999996,-4.348166666666667,0.182,NELG,1.2,42.05,284730562065710,19.22,20.58,-1.3599999999999994
XWAS J022354.0-035105,X21502_00042,35.9755,-3.8512222222222223,0.345,Gal,1.8,42.85,566205538814955,20.01,,
XWAS J022354.7-044814,X21224_00083,35.97841666666666,-4.804222222222222,2.447,BLAGN,2.8,45.15,284730562044514,17.57,18.77,-1.1999999999999993
XWAS J022358.6-045349,X21224_00043,35.99429166666666,-4.897777777777777,2.242,BLAGN,0.6,44.36,284730562040221,19.74,20.26,-0.5200000000000031
XWAS J022401.9-025253,XLSS_00046,36.008583333333334,-2.8815,0.103,NELG,3.3,41.97,284730562136200,18.33,18.69,-0.360000000000003
XWAS J022402.1-030946,X21561_00041,36.00879166666667,-3.16275,2.212,BLAGN,2.9,45.06,284730562121858,20.75,22.72,-1.9699999999999989
XWAS J022402.5-044137,X21224_00125,36.01091666666667,-4.693277777777778,0.043,NELG,1.7,40.89,284730562049321,14.08,14.91,-0.8300000000000001
XWAS J022402.6-051344,X21225_00034,36.010666666666665,-5.2291944444444445,0.084,NELG,0.4,40.83,284730562025420,17.73,19.19,-1.4600000000000009
XWAS J022403.3-050312,X21225_00089,36.013749999999995,-5.053,2.82,BLAGN,0.3,44.36,284730562033064,22.27,,
XWAS J022409.7-044717,X21224_00094,36.04125,-4.788388888888889,1.821,BLAGN,2.4,44.75,284730562045190,19.56,20.32,-0.7600000000000016
XWAS J022410.9-050654,X21225_00073,36.04570833333334,-5.115083333333333,2.314,BLAGN,2.7,45.08,284730562030276,19.89,20.68,-0.7899999999999991
XWAS J022412.3-033334,XLSS_00050,36.05120833333333,-3.559861111111111,1.159,BLAGN,3.2,44.38,284730562102734,20.14,21.94,-1.8000000000000007
XWAS J022413.4-045211,X21224_00056,36.05616666666667,-4.869611111111111,2.486,BLAGN,0.7,44.55,284730562041537,20.35,21.1,-0.75
XWAS J022413.7-032919,XLSS_00051,36.05725,-3.488638888888889,0.429,BLAGN,5.7,43.57,284730562106028,18.23,18.34,-0.10999999999999943
XWAS J022416.8-050325,X21225_00088,36.07075,-5.056972222222222,0.143,Gal,1.0,41.74,284730562032901,16.82,18.31,-1.4899999999999984
XWAS J022418.3-051034,X21226_00052,36.07666666666667,-5.176472222222222,0.384,NELG,3.2,43.21,284730562027704,19.96,22.04,-2.0799999999999983
XWAS J022418.8-050042,X21225_00102,36.079791666666665,-5.0115,0.04,NELG,0.5,40.32,284730562035003,16.22,16.73,-0.5100000000000016
XWAS J022421.1-030151,X21561_00076,36.08779166666666,-3.030944444444444,1.755,BLAGN,4.4,44.98,284730562128541,18.79,20.18,-1.3900000000000006
XWAS J022424.8-052036,X21225_00007,36.10375,-5.34375,0.284,NELG,1.8,42.66,284730562020564,18.61,20.0,-1.3900000000000006
XWAS J022426.3-050233,X21225_00091,36.1095,-5.042277777777778,0.269,NELG,0.1,41.53,284730562033548,19.05,20.02,-0.9699999999999989
XWAS J022428.7-031533,X21561_00014,36.12029166666667,-3.2591666666666668,1.343,BLAGN,3.0,44.51,284730562117030,19.74,21.17,-1.4300000000000033
XWAS J022429.1-045808,X21225_00107,36.121375,-4.968916666666667,1.494,BLAGN,2.3,44.51,284730562037009,19.42,20.6,-1.1799999999999997
XWAS J022430.5-050841,X21226_00067,36.12725,-5.145138888888889,0.322,NELG,2.6,42.95,284730562029064,19.15,20.75,-1.6000000000000014
XWAS J022431.5-051637,X21225_00018,36.13158333333333,-5.277138888888889,1.408,BLAGN,1.3,44.18,284730562023391,21.18,,
XWAS J022433.0-030244,X21561_00073,36.137375,-3.0456666666666665,0.296,Gal,2.1,42.78,284730562127763,19.14,20.86,-1.7199999999999989
XWAS J022435.7-030850,X21561_00046,36.148666666666664,-3.1472777777777776,1.948,BLAGN,4.2,45.08,284730562122652,20.41,20.51,-0.10000000000000142
XWAS J022438.8-033306,XLSS_00054,36.161874999999995,-3.5517222222222222,1.678,BLAGN,6.5,45.09,284730562103136,18.07,19.22,-1.1499999999999986
XWAS J022439.7-042401,XLSS_00055,36.16566666666667,-4.4005,0.478,NELG,5.1,43.63,284730562063032,19.89,20.87,-0.9800000000000004
XWAS J022440.7-043657,XLSS_00056,36.16970833333333,-4.616083333333333,0.907,BLAGN,2.7,44.03,284730562052946,19.08,19.9,-0.8200000000000003
XWAS J022445.6-030225,X21563_00033,36.19016666666666,-3.0401666666666665,1.226,BLAGN,29.6,45.4,284730562128051,17.39,18.8,-1.4100000000000001
XWAS J022446.8-030345,X21563_00030,36.195,-3.0624166666666666,0.301,NELG,6.9,43.3,284730562126847,18.53,20.54,-2.009999999999998
XWAS J022448.1-052059,X21226_00011,36.201208333333334,-5.350083333333333,1.039,BLAGN,1.6,43.94,284730562020292,20.95,21.53,-0.5800000000000018
XWAS J022448.7-050558,X21226_00085,36.204875,-5.099749999999999,0.069,NELG,0.4,40.69,284730562030929,20.62,21.58,-0.9599999999999973
XWAS J022449.8-043026,XLSS_00058,36.207875,-4.5072222222222225,1.022,BLAGN,2.4,44.12,284730562058108,19.46,20.88,-1.4199999999999982
XWAS J022452.3-031533,XLSS_00060,36.21791666666667,-3.2590555555555554,2.095,BLAGN,1.9,44.82,284730562117035,19.48,20.17,-0.6900000000000013
XWAS J022454.5-032837,XLSS_00062,36.22770833333333,-3.476916666666667,0.174,Gal,2.1,42.27,284730562106630,16.62,18.18,-1.5599999999999987
XWAS J022456.1-050800,X21226_00075,36.23395833333333,-5.133249999999999,0.084,Gal,4.8,41.94,284730562029554,15.64,16.85,-1.2100000000000009
XWAS J022459.0-030014,X21563_00040,36.246291666666664,-3.0043333333333333,0.801,BLAGN,7.7,44.35,284730562129800,19.29,19.56,-0.2699999999999996
XWAS J022509.7-050950,X21226_00057,36.29054166666667,-5.16375,0.321,Gal,0.5,42.24,284730562028262,18.93,21.69,-2.7600000000000016
XWAS J022514.3-044701,X21516_00091,36.309999999999995,-4.783444444444444,1.923,BLAGN,4.7,45.1,284730562045419,18.01,18.68,-0.6699999999999982
XWAS J022514.6-030104,X21563_00037,36.311,-3.01825,2.24,BLAGN,2.5,45.0,284730562129133,20.8,21.08,-0.2799999999999976
XWAS J022516.8-042909,XLSS_00063,36.32041666666667,-4.486111111111112,0.149,NELG,0.8,41.72,284730562059080,18.84,20.5,-1.6600000000000001
XWAS J022519.3-044713,X21516_00087,36.33029166666667,-4.787055555555556,1.927,BLAGN,2.0,44.74,284730562045264,20.96,,
XWAS J022519.4-035444,X21503_00020,36.33125,-3.91225,0.298,NELG,8.8,43.4,284730562086085,18.37,19.89,-1.5199999999999996
XWAS J022521.1-043949,X21516_00128,36.33795833333333,-4.663861111111111,0.265,NELG,4.3,42.98,284730562050631,18.76,21.43,-2.669999999999998
XWAS J022521.2-032628,X21504_00053,36.338541666666664,-3.441277777777778,1.069,BLAGN,3.9,44.37,284730562108234,20.38,19.71,0.6699999999999982
XWAS J022521.3-035211,X21503_00026,36.33924999999999,-3.8695,0.098,NELG,8.1,42.31,284730562088351,17.95,18.62,-0.6700000000000017
XWAS J022524.3-025830,X21563_00041,36.351375,-2.975111111111111,1.235,BLAGN,7.7,44.82,284730562131195,18.87,20.98,-2.1099999999999994
XWAS J022524.7-044042,X21516_00127,36.35316666666667,-4.679083333333334,0.263,Gal,12.5,43.43,284730562049930,17.92,19.8,-1.879999999999999
XWAS J022525.2-034224,X21503_00059,36.35595833333333,-3.7064444444444447,1.327,BLAGN,11.2,45.06,284730562095783,17.48,18.45,-0.9699999999999989
XWAS J022527.4-044234,X21516_00116,36.364749999999994,-4.709555555555556,0.822,BLAGN,0.9,43.44,284730562048638,21.63,,
XWAS J022527.6-050639,X21226_00080,36.36516666666667,-5.110888888888889,1.108,BLAGN,4.4,44.47,284730562030430,21.1,22.18,-1.0799999999999983
XWAS J022530.0-030429,X21563_00029,36.375,-3.0748611111111113,1.229,BLAGN,2.9,44.4,284730562126218,18.71,19.6,-0.8900000000000006
XWAS J022531.9-044344,X21516_00111,36.383583333333334,-4.7295,0.313,NELG,0.3,41.97,566205538774311,20.07,,
XWAS J022532.5-030201,X21563_00034,36.38545833333333,-3.0336388888888886,1.382,BLAGN,4.8,44.75,284730562128355,19.51,20.56,-1.0499999999999972
XWAS J022533.7-050801,X21226_00074,36.390833333333326,-5.133972222222223,1.183,BLAGN,3.2,44.39,284730562029523,17.55,18.17,-0.620000000000001
XWAS J022537.0-050109,X21226_00112,36.404291666666666,-5.0193055555555555,1.933,BLAGN,3.5,44.98,284730562034664,19.8,20.04,-0.23999999999999844
XWAS J022537.7-050222,X21226_00104,36.40741666666666,-5.0395,0.053,Gal,1.1,40.89,284730562033682,16.2,17.32,-1.120000000000001
XWAS J022538.3-050808,X21226_00073,36.40991666666667,-5.136111111111112,0.061,NELG,0.4,40.6,284730562029432,17.2,17.51,-0.3100000000000023
XWAS J022539.6-034932,X21503_00035,36.41558333333333,-3.825583333333333,1.455,BLAGN,1.4,44.28,284730562090437,19.7,20.14,-0.4400000000000013
XWAS J022540.4-043826,X21516_00133,36.41916666666667,-4.640361111111111,2.479,BLAGN,0.7,44.56,284730562051742,19.44,20.58,-1.139999999999997
XWAS J022540.7-033521,X21504_00019,36.42004166666666,-3.589277777777778,0.863,BLAGN,3.9,44.13,284730562101290,18.27,18.96,-0.6900000000000013
XWAS J022541.3-032624,X21504_00054,36.422291666666666,-3.4399722222222224,0.208,NELG,13.7,43.24,284730562108286,18.48,20.55,-2.0700000000000003
XWAS J022546.3-051200,X21226_00043,36.443333333333335,-5.200333333333334,0.148,Gal,2.5,42.18,284730562026655,17.48,18.7,-1.2199999999999989
XWAS J022548.7-025820,X21563_00042,36.45308333333333,-2.9723333333333333,0.287,NELG,20.7,43.73,284730562131317,18.29,19.81,-1.5199999999999996
XWAS J022551.1-033229,X21504_00031,36.462833333333336,-3.54125,1.433,BLAGN,0.7,43.93,284730562103634,19.42,19.61,-0.18999999999999773
XWAS J022551.3-050105,X21226_00114,36.46362499999999,-5.0183333333333335,0.781,BLAGN,1.6,43.64,284730562034715,20.67,22.62,-1.9499999999999993
XWAS J022552.1-042248,X21565_00102,36.46745833333333,-4.380166666666666,0.829,BLAGN,2.3,43.87,284730562063996,20.41,21.45,-1.0399999999999991
XWAS J022552.9-045013,X21516_00065,36.47058333333333,-4.837055555555556,1.757,BLAGN,0.5,44.01,284730562043027,20.64,21.23,-0.5899999999999999
XWAS J022552.9-051535,X21226_00025,36.47095833333333,-5.260555555555555,0.296,NELG,1.2,42.51,284730562024141,17.86,19.94,-2.080000000000002
XWAS J022554.8-051355,X21226_00030,36.47866666666666,-5.231916666666667,1.25,BLAGN,1.2,44.02,284730562025309,20.03,19.94,0.08999999999999986
XWAS J022555.4-043918,X21516_00131,36.48104166666666,-4.65513888888889,1.03,BLAGN,1.1,43.79,284730562051061,20.56,21.02,-0.46000000000000085
XWAS J022556.0-043220,X21565_00049,36.48349999999999,-4.539111111111111,1.693,BLAGN,1.5,44.48,284730562056617,20.5,21.86,-1.3599999999999994
XWAS J022556.0-044725,X21516_00084,36.483666666666664,-4.7901388888888885,1.01,BLAGN,5.1,44.43,284730562045110,19.94,21.62,-1.6799999999999997
XWAS J022556.8-045853,X21516_00018,36.48683333333333,-4.981472222222222,1.182,BLAGN,0.5,43.6,284730562036434,20.88,21.27,-0.39000000000000057
XWAS J022557.1-044300,X21516_00113,36.48854166666666,-4.716888888888889,2.002,BLAGN,1.1,44.52,284730562048310,20.18,21.56,-1.379999999999999
XWAS J022557.6-045005,X21516_00066,36.49008333333333,-4.834861111111111,2.273,BLAGN,0.9,44.6,284730562043137,19.28,20.3,-1.0199999999999996
XWAS J022558.7-050053,X21226_00115,36.495333333333335,-5.015138888888889,0.149,BLAGN,0.8,41.68,284730562034857,17.79,18.89,-1.1000000000000014
XWAS J022558.7-051245,X21226_00039,36.495041666666665,-5.212583333333334,1.985,BLAGN,1.0,44.49,284730562026131,21.56,,
XWAS J022559.4-030542,XLSS_00067,36.497375,-3.0945833333333335,2.261,BLAGN,1.2,44.71,284730562125264,20.23,20.56,-0.3299999999999983
XWAS J022559.8-032533,X21504_00058,36.499624999999995,-3.4260277777777777,0.163,NELG,0.8,41.77,284730562109023,18.21,20.4,-2.1899999999999977
XWAS J022604.4-045934,X21516_00013,36.518875,-4.9927222222222225,0.054,NELG,1.5,41.03,284730562035912,15.59,16.55,-0.9600000000000009
XWAS J022606.7-045723,X21516_00022,36.528083333333335,-4.956611111111111,0.642,BLAGN,3.8,43.82,284730562037598,20.46,20.86,-0.3999999999999986
XWAS J022607.2-032016,X21504_00072,36.53037500000001,-3.338,2.322,BLAGN,3.0,45.13,284730562113179,19.89,21.15,-1.259999999999998
XWAS J022607.7-041842,X21565_00120,36.53241666666667,-4.311999999999999,0.496,BLAGN,15.4,44.15,284730562067571,18.9,19.07,-0.1700000000000017
XWAS J022608.0-033753,X21504_00013,36.53366666666667,-3.63175,1.343,BLAGN,2.0,44.33,284730562099242,19.73,21.11,-1.379999999999999
